station_name,native_id,station_file_name,lat,lon,elev,variable,unit_raw,earliest_time_raw,latest_time_raw,db_var_match,unit_db,matched_name,earliest_time_db,latest_time_db,earliest_diff_days,latest_diff_days,Has_inserted,score
IBB2Wx,IBB2,IBB2 Ganokwa Canyon,54.81127,-126.92067,967,Wind Speed,m/s,2024-07-25 13:00:00,2024-09-16 14:00:00,WindSpeedms,m s-1,,,,,,Yes,85.71428571428572
IBB2Wx,IBB2,IBB2 Ganokwa Canyon,54.81127,-126.92067,967,Gust Speed,m/s,2024-07-25 13:00:00,2024-09-16 14:00:00,GustSpeedms,m s-1,,,,,,Yes,85.71428571428572
IBB2Wx,IBB2,IBB2 Ganokwa Canyon,54.81127,-126.92067,967,Wind Direction,ø,2024-07-25 13:00:00,2024-09-16 14:00:00,WindDirection,degree,,,,,,Yes,96.2962962962963
IBB2Wx,IBB2,IBB2 Ganokwa Canyon,54.81127,-126.92067,967,Solar Radiation,W/m²,2024-07-25 13:00:00,2024-09-16 14:00:00,SolarRadiationWm,W m-2,,,,,,Yes,90.32258064516128
IBB2Wx,IBB2,IBB2 Ganokwa Canyon,54.81127,-126.92067,967,Wetness,%,2024-07-25 13:00:00,2024-09-16 14:00:00,Wetness,%,,,,,,Yes,100.0
IBB2Wx,IBB2,IBB2 Ganokwa Canyon,54.81127,-126.92067,967,Water Content,m³/m³ 15 cm,2024-07-25 13:00:00,2024-09-16 14:00:00,,,,,,,,No,40.0
IBB2Wx,IBB2,IBB2 Ganokwa Canyon,54.81127,-126.92067,967,Soil Temp,°C,2024-07-25 13:00:00,2024-09-16 14:00:00,Soil_Temp,celsius,,,,,,Yes,88.88888888888889
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Rain,mm,2023-09-20 14:00:00,2024-09-16 11:00:00,Rainmm,mm,,,,,,Yes,80.0
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Pressure,mbar,2023-09-20 14:00:00,2024-09-16 11:00:00,Pressurembar,millibar,,,,,,Yes,80.0
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Temp,°C,2023-09-20 14:00:00,2024-09-16 11:00:00,TempC,celsius,,,,,,Yes,88.88888888888889
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,RH,%,2023-09-20 14:00:00,2024-09-16 11:00:00,RH,%,,,,,,Yes,100.0
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,DewPt,°C,2023-09-20 14:00:00,2024-09-16 11:00:00,DewPtC,celsius,,,,,,Yes,90.9090909090909
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Wind Speed,m/s,2023-09-20 14:00:00,2024-09-16 11:00:00,WindSpeedms,m s-1,,,,,,Yes,85.71428571428572
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Gust Speed,m/s,2023-09-20 14:00:00,2024-09-16 11:00:00,GustSpeedms,m s-1,,,,,,Yes,85.71428571428572
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Wind Direction,ø,2023-09-20 14:00:00,2024-09-16 11:00:00,WindDirection,degree,,,,,,Yes,96.2962962962963
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Solar Radiation,W/m²,2023-09-20 14:00:00,2024-09-16 11:00:00,SolarRadiationWm,W m-2,,,,,,Yes,90.32258064516128
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Wetness,%,2023-09-20 14:00:00,2024-09-16 11:00:00,Wetness,%,,,,,,Yes,100.0
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Water Content,m³/m³ 15 cm,2023-09-20 14:00:00,2024-09-16 11:00:00,,,,,,,,No,40.0
IBB3Wx,IBB3,IBB3 Pine Creek,54.71172,-127.30577,960,Soil Temp,°C,2023-09-20 14:00:00,2024-09-16 11:00:00,Soil_Temp,celsius,,,,,,Yes,88.88888888888889
Inklin,Inklin,Inklin,58.900859,-133.140416,101,Rain,mm,2023-06-15 16:00:00,2024-08-10 14:00:00,Rainmm,mm,,,,,,Yes,80.0
Inklin,Inklin,Inklin,58.900859,-133.140416,101,Pressure,mbar,2023-06-15 16:00:00,2024-08-10 14:00:00,Pressurembar,millibar,,,,,,Yes,80.0
Inklin,Inklin,Inklin,58.900859,-133.140416,101,Temp,?C,2023-06-15 16:00:00,2024-08-10 14:00:00,TempC,celsius,,,,,,Yes,88.88888888888889
Inklin,Inklin,Inklin,58.900859,-133.140416,101,RH,%,2023-06-15 16:00:00,2024-08-10 14:00:00,RH,%,,,,,,Yes,100.0
Inklin,Inklin,Inklin,58.900859,-133.140416,101,DewPt,?C,2023-06-15 16:00:00,2024-08-10 14:00:00,DewPtC,celsius,,,,,,Yes,90.9090909090909
Inklin,Inklin,Inklin,58.900859,-133.140416,101,Wind Speed,m/s,2023-06-15 16:00:00,2024-08-10 14:00:00,WindSpeedms,m s-1,,,,,,Yes,85.71428571428572
Inklin,Inklin,Inklin,58.900859,-133.140416,101,Gust Speed,m/s,2023-06-15 16:00:00,2024-08-10 14:00:00,GustSpeedms,m s-1,,,,,,Yes,85.71428571428572
Inklin,Inklin,Inklin,58.900859,-133.140416,101,Wind Direction,°,2023-06-15 16:00:00,2024-08-10 14:00:00,WindDirection,degree,,,,,,Yes,96.2962962962963
Inklin,Inklin,Inklin,58.900859,-133.140416,101,Solar Radiation,W/m?,2023-06-15 16:00:00,2024-08-10 14:00:00,SolarRadiationWm,W m-2,,,,,,Yes,90.32258064516128
Kluskus,SBSmc3Wx,Kluskus,53.397852,-124.513069,1110,Water Content,m³/m³ 15 cm,2010-07-15 17:00:00,2024-09-16 11:00:00,,,,,,,,No,40.0
Kluskus,SBSmc3Wx,Kluskus,53.397852,-124.513069,1110,WC_cal,m³/m³,2010-07-15 17:00:00,2024-09-16 11:00:00,,,,,,,,No,21.052631578947366
Kluskus,SBSmc3Wx,Kluskus,53.397852,-124.513069,1110,Soil Temp,°C,2010-07-15 17:00:00,2024-09-16 11:00:00,Soil_Temp,celsius,,,,,,No,88.88888888888889
Kluskus,SBSmc3Wx,Kluskus,53.397852,-124.513069,1110,Temp 2,°C,2010-07-15 17:00:00,2024-09-16 11:00:00,,,,,,,,No,72.72727272727273
Kluskus,SBSmc3Wx,Kluskus,53.397852,-124.513069,1110,RH 2,%,2010-07-15 17:00:00,2024-09-16 11:00:00,,,,,,,,No,66.66666666666667
Kluskus,SBSmc3Wx,Kluskus,53.397852,-124.513069,1110,DewPt 2,°C,2010-07-15 17:00:00,2024-09-16 11:00:00,,,,,,,,No,76.92307692307692
MacJxnWx,Mackenzie Jxn,MacJxn,55.137858,-122.977243,719,Water Content,m³/m³ 15 cm,2010-04-28 14:00:00,2024-08-28 09:00:00,,,,,,,,No,40.0
MacJxnWx,Mackenzie Jxn,MacJxn,55.137858,-122.977243,719,WC_cal,m³/m³,2010-04-28 14:00:00,2024-08-28 09:00:00,,,,,,,,No,21.052631578947366
MiddleforkWx,MF1,Middlefork,57.550917,-122.7963,972,Water Content,m³/m³ 15 cm,2007-07-11 20:00:00,2024-08-14 12:00:00,,,,,,,,No,40.0
MiddleforkWx,MF1,Middlefork,57.550917,-122.7963,972,WC_cal,m³/m³,2007-07-11 20:00:00,2024-08-14 12:00:00,,,,,,,,No,21.052631578947366
NondaWx,Nonda1,NondaWx,59.002111,-125.509361,1683,Temp 2,°C,2007-07-12 16:00:00,2025-01-09 08:00:00,,,,,,,,No,72.72727272727273
NondaWx,Nonda1,NondaWx,59.002111,-125.509361,1683,RH 2,%,2007-07-12 16:00:00,2025-01-09 08:00:00,,,,,,,,No,66.66666666666667
NondaWx,Nonda1,NondaWx,59.002111,-125.509361,1683,DewPt 2,°C,2007-07-12 16:00:00,2025-01-09 08:00:00,,,,,,,,No,76.92307692307692
PinkWx,Pink1,PinkMtnWx,57.06163,-122.86491,1756,Temp 2,°C,2008-09-08 16:00:00,2025-01-09 08:00:00,,,,,,,,No,72.72727272727273
PinkWx,Pink1,PinkMtnWx,57.06163,-122.86491,1756,RH 2,%,2008-09-08 16:00:00,2025-01-09 08:00:00,,,,,,,,No,66.66666666666667
PinkWx,Pink1,PinkMtnWx,57.06163,-122.86491,1756,DewPt 2,°C,2008-09-08 16:00:00,2025-01-09 08:00:00,,,,,,,,No,76.92307692307692
PinkWx,Pink1,PinkMtnWx,57.06163,-122.86491,1756,Rain raw,mm,2008-09-08 16:00:00,2025-01-09 08:00:00,,,,,,,,No,57.14285714285714
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,Water Content,m?/m? 15 cm,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,40.0
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,WC_cal,m?/m?,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,21.052631578947366
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,Water Content,m?/m? 5 cm,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,40.0
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,Temp 2,?C,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,72.72727272727273
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,RH 2,%,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,66.66666666666667
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,DewPt 2,?C,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,76.92307692307692
SeebachWx,Seebach,Seebach,54.355,122.058,780,Rain,mm,2023-07-13 12:00:00,2024-09-26 10:11:00,Rainmm,mm,,,,,,Yes,80.0
SeebachWx,Seebach,Seebach,54.355,122.058,780,Pressure,mbar,2023-07-13 12:00:00,2024-09-26 10:11:00,Pressurembar,millibar,,,,,,Yes,80.0
SeebachWx,Seebach,Seebach,54.355,122.058,780,Temp,°C,2023-07-13 12:00:00,2024-09-26 10:11:00,TempC,celsius,,,,,,Yes,88.88888888888889
SeebachWx,Seebach,Seebach,54.355,122.058,780,RH,%,2023-07-13 12:00:00,2024-09-26 10:11:00,RH,%,,,,,,Yes,100.0
SeebachWx,Seebach,Seebach,54.355,122.058,780,DewPt,°C,2023-07-13 12:00:00,2024-09-26 10:11:00,DewPtC,celsius,,,,,,Yes,90.9090909090909
SeebachWx,Seebach,Seebach,54.355,122.058,780,Wind Speed,m/s,2023-07-13 12:00:00,2024-09-26 10:11:00,WindSpeedms,m s-1,,,,,,Yes,85.71428571428572
SeebachWx,Seebach,Seebach,54.355,122.058,780,Gust Speed,m/s,2023-07-13 12:00:00,2024-09-26 10:11:00,GustSpeedms,m s-1,,,,,,Yes,85.71428571428572
SeebachWx,Seebach,Seebach,54.355,122.058,780,Wind Direction,ø,2023-07-13 12:00:00,2024-09-26 10:11:00,WindDirection,degree,,,,,,Yes,96.2962962962963
SeebachWx,Seebach,Seebach,54.355,122.058,780,Solar Radiation,W/m²,2023-07-13 12:00:00,2024-09-26 10:11:00,SolarRadiationWm,W m-2,,,,,,Yes,90.32258064516128
SeebachWx,Seebach,Seebach,54.355,122.058,780,Wetness,%,2023-07-13 12:00:00,2024-09-26 10:11:00,Wetness,%,,,,,,Yes,100.0
SeebachWx,Seebach,Seebach,54.355,122.058,780,Water Content,m³/m³ 15 cm,2023-07-13 12:00:00,2024-09-26 10:11:00,,,,,,,,No,40.0
SeebachWx,Seebach,Seebach,54.355,122.058,780,Soil Temp,°C,2023-07-13 12:00:00,2024-09-26 10:11:00,Soil_Temp,celsius,,,,,,Yes,88.88888888888889
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,Snow depth raw,cm,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,66.66666666666667
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,Snow depth,cm,2009-09-09 16:00:00,2025-01-09 08:00:00,Snow_Depth,cm,,,,,,No,80.0
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,Temp 2,°C,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,72.72727272727273
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,RH 2,%,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,66.66666666666667
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,DewPt 2,°C,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,76.92307692307692
Tamarac,Bednesti,Tamarac,53.871334,-123.370441,865,Water Content,m³/m³ 15 cm,2021-07-21 15:00:00,2024-10-10 12:00:00,,,,,,,,No,40.0
Tamarac,Bednesti,Tamarac,53.871334,-123.370441,865,WC_cal,m³/m³,2021-07-21 15:00:00,2024-10-10 12:00:00,,,,,,,,No,21.052631578947366
Tamarac,Bednesti,Tamarac,53.871334,-123.370441,865,Water Content,m³/m³ 5 cm,2021-07-21 15:00:00,2024-10-10 12:00:00,,,,,,,,No,40.0
