station_name,native_id,station_file_name,lat,lon,elev,variable,unit_raw,earliest_time_raw,latest_time_raw,db_var_match,unit_db,matched_name,earliest_time_db,latest_time_db,earliest_diff_days,latest_diff_days,Has_inserted,score
PinkWx,Pink1,PinkMtnWx,57.06163,-122.86491,1756,Rain raw,mm,2008-09-08 16:00:00,2025-01-09 08:00:00,,,,,,,,No,57.14285714285714
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,WC_cal,m?/m?,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,21.052631578947366
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,Temp 2,?C,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,72.72727272727273
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,RH 2,%,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,66.66666666666667
SaxtonWx,Saxton,SaxtonLakeWx,54.027523,-123.300774,718,DewPt 2,?C,2007-07-04 10:00:00,2024-10-09 08:00:00,,,,,,,,No,76.92307692307692
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,Snow depth raw,cm,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,66.66666666666667
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,Temp 2,°C,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,72.72727272727273
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,RH 2,%,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,66.66666666666667
Sunbeam,Mcbride Mountain Stn,Sunbeam,53.33869,-120.12108,2000,DewPt 2,°C,2009-09-09 16:00:00,2025-01-09 08:00:00,,,,,,,,No,76.92307692307692
Tamarac,Bednesti,Tamarac,53.871334,-123.370441,865,WC_cal,m³/m³,2021-07-21 15:00:00,2024-10-10 12:00:00,,,,,,,,No,21.052631578947366
ThompsonWx,Thompson,Thompson,54.333115,-126.099445,869,WC_cal,m?/m?,2007-09-12 17:00:00,2024-09-24 10:00:00,,,,,,,,No,21.052631578947366
